node,Collision_rate,Received Rate,Probability
0,1.6041028088091769,1314.7542394682648,0.12274391113505634
2,0.11213145768184567,1.7371611841323549,0.0
3,0.2509656992063009,4.035921622366711,0.0
4,0.8793078763136651,63.12375481864251,0.2793000990425883
5,0.3767687385826639,10.901642419792244,0.0
6,0.4277203279600697,7.366069637048341,0.0
7,0.5023950420735318,6.234568786368732,0.0
8,138.77497776131122,3.2500620070528075,0.0
9,0.2992829470785569,2.3205953375147015,0.0
10,0.4395290112995361,4.164060980746798,0.0
11,0.5346504083836233,111.93496185886853,0.31632080762759396
12,0.0,2.8876717359775803,0.0
13,0.3558337238517052,6.6337350636009935,0.0
14,0.29302732639556206,3.2224994515970833,0.0
15,2.1957067669755292,1964.5086504254095,0.0
16,0.16748386851155858,4.834250748724418,0.0
17,0.14657745893554644,4.792395791166627,0.0
18,0.31403225461626977,4.101883476759765,0.0
19,0.20935483646782477,3.871631568927405,0.0
20,0.9003971481079878,114.3864187949412,0.30954994511525796
21,0.235213778501817,2.321388732047193,0.0
22,0.06414041121298406,1.2337514102050202,0.0
23,0.16748386919529795,3.871631554424021,0.0
24,0.12994703470511582,2.950413532776202,0.0
25,3.8508447255028235,4.896430984861692,0.0
26,0.1256154107678287,4.499463624748741,0.0
27,0.37674941963566577,6.863505344724723,0.0
28,0.47047539290328977,6.6753643670569645,0.0
29,0.20935483565698004,5.127235638723699,0.0
30,0.6700650856955976,12.242234672369662,0.0
31,0.3203286002398193,3.1359412269448264,0.0
32,0.19247903004977582,2.678390986009659,0.0
33,2.5696332235752837,7.198172043560902,0.0
34,1.0466581767203578,1962.4234224483914,0.0
35,0.20935483595502025,5.043525679350072,0.0
36,0.08970060818664188,4.8133232729262785,0.0
37,0.125615410720491,4.8133232697028925,0.0
38,0.25662294102933025,3.9968482494458946,0.0
39,0.3768557338257843,3.4106027289646184,0.0
41,1.4232755874649559,113.80812669072151,0.3110865968008825
42,3847.160026434505,4.729613368090491,0.0
43,0.14657745893247714,4.792395791367213,0.0
44,0.13454803330390622,3.934420501310323,0.0
45,0.2778896086495363,2.636789015019773,0.0
46,0.0,1.151096309812928,0.0
47,0.20936749753595418,2.552979765202141,0.0
48,0.3558337238517052,2.867216194160828,0.0
49,0.1516707268209912,4.0397572215489825,0.0
