node,Collision_rate,Received Rate,Probability
0,0.3239814612235407,775.8064615544907,0
2,,2.740986622552502,0
3,0.7940762537992738,7.791732732299122,0
4,1.3232534233088147,60.01862458821077,0
5,1.0402691433882414,115.06629213021668,0
6,0.5242195027521759,14.528959303011723,0
7,0.8505954713294728,9.662664246680423,0
8,0.0,5.52919931900196,0
9,0.37871904991793426,2.6318199226182433,0
10,1.6562636731945468,109.73333882708269,0
11,0.4260304947558383,7.3588235965418844,0
12,,4.586631578091532,0
13,0.7561034209765216,12.856461265011774,0
14,0.6142762375282593,6.14601131505239,0
15,2.085435897045741,1448.0492215962265,0
16,0.6618710002166881,9.303235270651896,0
17,0.40642775959180694,9.165946757026223,0
18,0.7444464800671713,7.79618684152726,0
19,0.3970573230892016,7.6542408728931965,0
20,1.140870679974253,11.686200008792667,0
21,0.6623717793832711,4.038037274761289,0
22,16.367348775926548,2.176601171435243,0
23,0.2977929933958493,7.654240807796083,0
24,0.15234477858433726,5.768901847344243,0
25,0.0,6.616135865979432,0
26,0.4738798969913194,8.788202084657609,0
27,0.8032843105759208,6.146011343310394,0
28,0.34778410057624964,6.190812981189168,0
29,0.6145944992133103,9.715941140529862,0
30,0.660264474988165,74.15810746334172,0
31,0.4734187621172772,6.510515762154283,0
32,0.20290132387113016,5.437759121882679,0
33,0.0,5.90726419899467,0
34,0.7313593037849564,1404.7318227885826,0
35,0.6149565052843917,9.633807083664282,0
36,0.35556487699921996,9.307688154667998,0
37,0.4571548407183023,9.307688140155863,0
38,0.39746754351571384,7.561493165112003,0
39,0.52070905499805,3.473894854254626,0
41,0.5721510687466761,70.13211004053626,0
42,0.35560668949452817,9.354935383546144,0
43,0.4064277596331029,9.16594675789235,0
44,0.3047698892298904,7.276900311988091,0
45,0.446712532093656,5.397240961330332,0
46,,2.270694616897807,0
47,0.3786974923390802,4.5370766210132025,0
48,0.47317607094254566,5.444173387692271,0
49,0.5456166367399546,7.7966788010721375,0
